大ジャンル,販売カテゴリ,商品カテゴリ,商品名,ミルクカスタム,エネルギー,タンパク質,脂質,炭水化物,食塩相当量,食物繊維,糖質,ナトリウム,カリウム,トランス脂肪酸,飽和脂肪酸,カフェイン
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,カモミール ティー ラテ,アーモンドミルク,141.0,1.1,7.4,19.4,0.4,3.0,16.4,154.0,57.0,0.0,4.7,0.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,カモミール ティー ラテ,オーツミルク,174.0,2.3,6.3,27.6,0.3,0.9,26.7,121.0,88.0,0.0,0.6,0.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,カモミール ティー ラテ,ブレべ,460.0,4.8,38.3,24.2,0.2,0.0,24.2,94.0,236.0,0.4,24.3,0.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,アイスティー（パッション）,,4.0,0.0,0.0,1.3,0.0,0.0,1.3,0.0,36.0,0.0,0.0,0.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,イングリッシュ ブレックファスト ティー ラテ,ミルク,184.0,6.6,6.3,25.1,0.2,0.0,25.1,80.0,339.0,0.2,3.7,101.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,イングリッシュ ブレックファスト ティー ラテ,低脂肪タイプ,161.0,6.6,3.4,25.7,0.3,0.0,25.7,128.0,374.0,0.1,2.0,101.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,イングリッシュ ブレックファスト ティー ラテ,無脂肪乳,138.0,6.6,0.5,26.3,0.4,0.0,26.3,175.0,409.0,0.0,0.3,101.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,イングリッシュ ブレックファスト ティー ラテ,豆乳（調製豆乳）,176.0,6.2,7.5,20.9,0.4,0.4,20.5,118.0,354.0,0.0,1.1,101.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,イングリッシュ ブレックファスト ティー ラテ,アーモンドミルク,146.0,1.1,7.4,20.1,0.4,3.0,17.1,148.0,95.0,0.0,4.7,101.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,イングリッシュ ブレックファスト ティー ラテ,オーツミルク,178.0,2.3,6.3,28.3,0.3,0.9,27.4,115.0,126.0,0.0,0.6,101.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,イングリッシュ ブレックファスト ティー ラテ,ブレべ,464.0,4.8,38.3,25.0,0.2,0.0,25.0,88.0,274.0,0.4,24.3,101.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（ホット）,ミルク,220.0,6.7,6.3,34.4,0.2,0.2,34.2,82.0,331.0,0.2,3.7,53.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（ホット）,低脂肪タイプ,198.0,6.7,3.4,35.0,0.3,0.2,34.8,130.0,365.0,0.1,2.0,53.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（ホット）,無脂肪乳,175.0,6.7,0.5,35.6,0.4,0.2,35.5,177.0,400.0,0.0,0.3,53.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（ホット）,豆乳（調製豆乳）,212.0,6.4,7.5,30.2,0.4,0.5,29.7,120.0,345.0,0.0,1.1,53.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（ホット）,アーモンドミルク,183.0,1.2,7.4,29.4,0.4,3.2,26.3,150.0,86.0,0.0,4.7,53.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（ホット）,オーツミルク,215.0,2.4,6.3,37.6,0.3,1.1,36.5,117.0,117.0,0.0,0.6,53.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（ホット）,ブレべ,501.0,4.9,38.3,34.2,0.2,0.2,34.1,90.0,265.0,0.4,24.3,53.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（アイス）,ミルク,201.0,5.6,5.2,32.9,0.2,0.2,32.7,69.0,285.0,0.1,3.0,53.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（アイス）,低脂肪タイプ,182.0,5.6,2.8,33.4,0.3,0.2,33.2,109.0,314.0,0.1,1.6,53.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（アイス）,無脂肪乳,163.0,5.6,0.4,33.9,0.4,0.2,33.8,148.0,343.0,0.0,0.2,53.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（アイス）,豆乳（調製豆乳）,194.0,5.3,6.2,29.4,0.3,0.5,28.9,100.0,296.0,0.0,0.9,53.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（アイス）,アーモンドミルク,169.0,1.0,6.2,28.7,0.3,2.7,26.1,125.0,80.0,0.0,3.9,53.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（アイス）,オーツミルク,196.0,2.1,5.2,35.5,0.2,0.9,34.6,98.0,106.0,0.0,0.5,53.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（アイス）,ブレべ,435.0,4.1,32.0,32.8,0.2,0.2,32.6,76.0,230.0,0.3,20.3,53.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ほうじ茶 ティー ラテ,ミルク,162.0,6.9,6.3,19.5,0.2,0.0,19.5,80.0,384.0,0.2,3.7,68.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ほうじ茶 ティー ラテ,低脂肪タイプ,139.0,6.9,3.4,20.1,0.3,0.0,20.1,127.0,419.0,0.1,2.0,68.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ほうじ茶 ティー ラテ,無脂肪乳,117.0,6.9,0.5,20.7,0.4,0.0,20.7,175.0,454.0,0.0,0.3,68.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ほうじ茶 ティー ラテ,豆乳（調製豆乳）,154.0,6.6,7.5,15.2,0.4,0.4,14.9,117.0,398.0,0.0,1.1,68.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ほうじ茶 ティー ラテ,アーモンドミルク,125.0,1.4,7.4,14.5,0.4,3.0,11.5,147.0,140.0,0.0,4.7,68.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ほうじ茶 ティー ラテ,オーツミルク,157.0,2.7,6.3,22.6,0.3,0.9,21.7,114.0,171.0,0.0,0.6,68.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ほうじ茶 ティー ラテ,ブレべ,443.0,5.1,38.3,19.3,0.2,0.0,19.3,87.0,319.0,0.4,24.3,68.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ティー（ゼンクラウド ウーロン）,,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ゼンクラウド ウーロンティー ラテ,ミルク,180.0,6.8,6.3,24.2,0.2,0.0,24.2,80.0,280.0,0.2,3.7,71.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ゼンクラウド ウーロンティー ラテ,低脂肪タイプ,157.0,6.8,3.4,24.8,0.3,0.0,24.8,128.0,314.0,0.1,2.0,71.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ゼンクラウド ウーロンティー ラテ,無脂肪乳,135.0,6.8,0.5,25.4,0.4,0.0,25.4,175.0,349.0,0.0,0.3,71.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ゼンクラウド ウーロンティー ラテ,豆乳（調製豆乳）,172.0,6.5,7.5,20.0,0.4,0.4,19.6,118.0,294.0,0.0,1.1,71.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ゼンクラウド ウーロンティー ラテ,アーモンドミルク,143.0,1.3,7.4,19.2,0.4,3.0,16.2,148.0,35.0,0.0,4.7,71.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ゼンクラウド ウーロンティー ラテ,オーツミルク,175.0,2.6,6.3,27.3,0.3,0.9,26.4,115.0,66.0,0.0,0.6,71.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ゼンクラウド ウーロンティー ラテ,ブレべ,461.0,5.0,38.3,24.0,0.2,0.0,24.0,88.0,214.0,0.4,24.3,71.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（ホット）,ミルク,225.0,7.5,6.6,34.7,0.2,0.9,33.8,80.0,346.0,0.2,3.7,78.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（ホット）,低脂肪タイプ,203.0,7.5,3.7,35.3,0.3,0.9,34.4,127.0,381.0,0.1,2.0,78.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（ホット）,無脂肪乳,180.0,7.5,0.8,35.9,0.4,0.9,35.1,175.0,416.0,0.0,0.3,78.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（ホット）,豆乳（調製豆乳）,218.0,7.1,7.8,30.5,0.4,1.2,29.3,118.0,360.0,0.0,1.1,78.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（ホット）,アーモンドミルク,188.0,1.9,7.7,29.7,0.4,3.8,25.9,147.0,102.0,0.0,4.7,78.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（ホット）,オーツミルク,220.0,3.2,6.6,37.8,0.3,1.7,36.1,115.0,133.0,0.0,0.7,78.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（ホット）,ブレべ,506.0,5.6,38.6,34.5,0.2,0.9,33.7,88.0,281.0,0.4,24.4,78.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（アイス）,ミルク,208.0,7.3,6.2,31.6,0.2,1.3,30.3,72.0,355.0,0.2,3.4,117.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（アイス）,低脂肪タイプ,187.0,7.3,3.6,32.2,0.3,1.3,30.9,115.0,387.0,0.1,1.8,117.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（アイス）,無脂肪乳,167.0,7.3,0.9,32.7,0.4,1.3,31.4,159.0,419.0,0.0,0.3,117.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（アイス）,豆乳（調製豆乳）,201.0,7.0,7.3,27.7,0.3,1.6,26.1,106.0,368.0,0.0,1.0,117.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（アイス）,アーモンドミルク,174.0,2.2,7.2,27.0,0.3,4.0,23.0,134.0,131.0,0.0,4.3,117.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（アイス）,オーツミルク,203.0,3.4,6.2,34.5,0.3,2.1,32.4,104.0,160.0,0.0,0.6,117.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（アイス）,ブレべ,465.0,5.6,35.5,31.4,0.2,1.3,30.2,79.0,295.0,0.4,22.3,117.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ゆず シトラス ＆ ティー（ホット）,,119.0,0.2,0.1,29.3,0.01,0.6,28.7,3.0,101.0,0.0,0.0,101.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ゆず シトラス ＆ ティー（アイス）,,117.0,0.2,0.1,28.9,0.01,0.6,28.3,3.0,72.0,0.0,0.0,44.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ティー（カモミール）,,0.0,0.0,0.0,0.2,0.01,0.0,0.2,6.0,22.0,0.0,0.0,0.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ティー（アール グレイ）,,2.0,0.0,0.0,0.7,0.0,0.0,0.7,0.0,48.0,0.0,0.0,78.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ティー（ほうじ茶）,,3.0,0.3,0.0,0.3,0.0,0.0,0.3,0.0,105.0,0.0,0.0,68.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ティー（イングリッシュ ブレックファスト）,,5.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,60.0,0.0,0.0,101.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ティー（ユースベリー®）,,5.0,0.0,0.0,0.9,0.008,0.0,0.9,3.0,21.0,0.0,0.0,9.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（ホット）,ミルク,413.0,13.2,19.7,47.2,0.3,2.4,44.8,143.0,767.0,0.3,10.8,16.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（ホット）,低脂肪タイプ,376.0,13.2,14.9,48.2,0.5,2.4,45.8,223.0,825.0,0.2,8.0,16.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（ホット）,無脂肪乳,338.0,13.2,10.1,49.3,0.8,2.4,46.8,302.0,883.0,0.1,5.1,16.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（ホット）,豆乳（調製豆乳）,400.0,12.6,21.8,40.2,0.6,3.0,37.1,206.0,790.0,0.1,6.5,16.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（ホット）,アーモンドミルク,351.0,4.0,21.6,38.9,0.6,7.4,31.5,256.0,358.0,0.1,12.5,16.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（ホット）,オーツミルク,404.0,6.1,19.7,52.5,0.5,3.9,48.6,201.0,410.0,0.1,5.8,16.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（ホット）,ブレべ,882.0,10.2,73.3,46.9,0.4,2.4,44.5,156.0,658.0,0.7,45.4,16.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（アイス）,ミルク,346.0,12.5,13.2,45.8,0.3,2.4,43.4,130.0,734.0,0.3,6.7,16.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（アイス）,低脂肪タイプ,310.0,12.5,8.6,46.8,0.5,2.4,44.4,206.0,790.0,0.2,3.9,16.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（アイス）,無脂肪乳,274.0,12.5,4.0,47.8,0.7,2.4,45.3,281.0,845.0,0.0,1.2,16.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（アイス）,豆乳（調製豆乳）,334.0,11.9,15.2,39.1,0.6,3.0,36.1,190.0,757.0,0.0,2.5,16.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（アイス）,アーモンドミルク,286.0,3.6,15.0,37.8,0.6,7.2,30.6,238.0,343.0,0.0,8.3,16.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（アイス）,オーツミルク,338.0,5.7,13.2,50.9,0.5,3.9,47.0,185.0,393.0,0.0,1.9,16.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（アイス）,ブレべ,795.0,9.6,64.5,45.6,0.3,2.4,43.1,142.0,630.0,0.6,39.7,16.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（ホット）,ミルク,347.0,12.2,17.9,34.7,0.4,0.0,34.7,158.0,516.0,0.4,10.8,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（ホット）,低脂肪タイプ,307.0,12.2,12.7,35.8,0.6,0.0,35.8,243.0,579.0,0.3,7.8,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（ホット）,無脂肪乳,266.0,12.2,7.6,36.9,0.8,0.0,36.9,328.0,641.0,0.1,4.7,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（ホット）,豆乳（調製豆乳）,333.0,11.5,20.1,27.1,0.7,0.7,26.5,225.0,541.0,0.1,6.2,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（ホット）,アーモンドミルク,280.0,2.2,19.9,25.7,0.7,5.4,20.4,279.0,77.0,0.1,12.6,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（ホット）,オーツミルク,338.0,4.5,17.9,40.4,0.6,1.6,38.7,220.0,133.0,0.1,5.4,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（ホット）,ブレべ,851.0,8.9,75.4,34.4,0.4,0.0,34.4,172.0,399.0,0.8,47.9,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（アイス）,ミルク,259.0,7.2,13.2,28.0,0.2,0.0,28.0,100.0,309.0,0.3,8.1,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（アイス）,低脂肪タイプ,235.0,7.2,10.2,28.6,0.4,0.0,28.6,150.0,346.0,0.2,6.3,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（アイス）,無脂肪乳,212.0,7.2,7.2,29.3,0.5,0.0,29.2,199.0,382.0,0.1,4.5,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（アイス）,豆乳（調製豆乳）,251.0,6.8,14.5,23.5,0.4,0.4,23.2,139.0,324.0,0.1,5.4,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（アイス）,アーモンドミルク,220.0,1.4,14.4,22.7,0.4,3.1,19.6,171.0,52.0,0.1,9.2,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（アイス）,オーツミルク,254.0,2.7,13.2,31.3,0.3,1.0,30.3,136.0,85.0,0.1,4.9,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（アイス）,ブレべ,554.0,5.3,46.9,27.8,0.3,0.0,27.8,108.0,240.0,0.5,29.8,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（ホット）,ミルク,236.0,13.2,12.5,18.1,0.3,0.0,18.1,156.0,556.0,0.3,7.3,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（ホット）,低脂肪タイプ,191.0,13.2,6.8,19.3,0.6,0.0,19.3,251.0,626.0,0.2,3.9,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（ホット）,無脂肪乳,146.0,13.2,1.0,20.5,0.9,0.0,20.5,346.0,695.0,0.0,0.5,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（ホット）,豆乳（調製豆乳）,221.0,12.5,15.0,9.6,0.7,0.7,8.9,232.0,584.0,0.0,2.1,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（ホット）,アーモンドミルク,162.0,2.1,14.7,8.1,0.7,6.0,2.1,291.0,67.0,0.0,9.3,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（ホット）,オーツミルク,226.0,4.7,12.5,24.4,0.6,1.8,22.6,226.0,129.0,0.0,1.3,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（ホット）,ブレべ,798.0,9.6,76.7,17.7,0.4,0.0,17.7,172.0,425.0,0.8,48.7,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（アイス）,ミルク,226.0,12.6,12.0,17.3,0.3,0.0,17.3,149.0,531.0,0.3,7.0,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（アイス）,低脂肪タイプ,183.0,12.6,6.5,18.4,0.6,0.0,18.4,240.0,598.0,0.2,3.7,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（アイス）,無脂肪乳,139.0,12.6,1.0,19.6,0.8,0.0,19.6,331.0,664.0,0.0,0.5,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（アイス）,豆乳（調製豆乳）,211.0,11.9,14.3,9.2,0.7,0.7,8.5,221.0,558.0,0.0,2.0,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（アイス）,アーモンドミルク,154.0,2.0,14.1,7.7,0.7,5.7,2.0,278.0,64.0,0.0,8.9,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（アイス）,オーツミルク,216.0,4.4,12.0,23.3,0.5,1.7,21.6,216.0,123.0,0.0,1.2,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（アイス）,ブレべ,762.0,9.1,73.2,16.9,0.4,0.0,16.9,164.0,406.0,0.7,46.5,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ホワイト ホット チョコレート,ミルク,405.0,13.4,18.2,47.0,0.6,0.1,47.0,238.0,594.0,0.3,11.4,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ホワイト ホット チョコレート,低脂肪タイプ,366.0,13.4,13.3,48.0,0.8,0.1,48.0,319.0,653.0,0.2,8.5,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ホワイト ホット チョコレート,無脂肪乳,328.0,13.4,8.5,49.1,1.0,0.1,49.0,400.0,712.0,0.1,5.6,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ホワイト ホット チョコレート,豆乳（調製豆乳）,391.0,12.8,20.3,39.8,0.9,0.7,39.1,302.0,618.0,0.0,7.0,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ホワイト ホット チョコレート,アーモンドミルク,341.0,4.0,20.1,38.5,0.9,5.1,33.3,353.0,177.0,0.0,13.2,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ホワイト ホット チョコレート,オーツミルク,396.0,6.2,18.3,52.4,0.8,1.6,50.8,297.0,230.0,0.0,6.3,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ホワイト ホット チョコレート,ブレべ,883.0,10.3,72.9,46.7,0.6,0.1,46.7,252.0,482.0,0.7,46.7,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,アイス ホワイト チョコレート,ミルク,354.0,13.1,13.1,46.2,0.5,0.1,46.2,230.0,578.0,0.3,8.1,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,アイス ホワイト チョコレート,低脂肪タイプ,316.0,13.1,8.2,47.2,0.8,0.1,47.2,310.0,637.0,0.2,5.3,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,アイス ホワイト チョコレート,無脂肪乳,278.0,13.1,3.4,48.3,1.0,0.1,48.2,390.0,696.0,0.0,2.4,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,アイス ホワイト チョコレート,豆乳（調製豆乳）,341.0,12.5,15.1,39.1,0.9,0.7,38.4,294.0,602.0,0.0,3.8,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,アイス ホワイト チョコレート,アーモンドミルク,291.0,3.8,15.0,37.8,0.9,5.1,32.7,344.0,166.0,0.0,9.8,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,アイス ホワイト チョコレート,オーツミルク,345.0,5.9,13.1,51.5,0.7,1.6,50.0,289.0,218.0,0.0,3.1,0.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,アイス ホワイト チョコレート,ブレべ,827.0,10.0,67.1,45.9,0.6,0.1,45.9,243.0,468.0,0.7,43.0,0.0
ビバレッジ,STARBUCKS COFFEE,キッズ ビバレッジ,キッズ ミルク（ホット）,,162.0,9.0,8.6,12.4,0.2,0.0,12.4,107.0,381.0,0.2,5.0,0.0
ビバレッジ,STARBUCKS COFFEE,キッズ ビバレッジ,キッズ ミルク（アイス）,,148.0,8.3,7.8,11.3,0.2,0.0,11.3,98.0,349.0,0.2,4.6,0.0
ビバレッジ,STARBUCKS COFFEE,キッズ ビバレッジ,キッズ ココア（ホット）,,284.0,8.9,14.0,31.7,0.2,1.6,30.0,97.0,516.0,0.2,7.8,10.0
ビバレッジ,STARBUCKS COFFEE,キッズ ビバレッジ,キッズ ココア（アイス）,,229.0,8.2,8.7,30.4,0.2,1.6,28.8,85.0,484.0,0.2,4.4,10.0
ビバレッジ,STARBUCKS COFFEE,キッズ ビバレッジ,be juicy! Kids アップル,,105.0,0.2,0.0,26.1,0.0,0.0,26.1,0.0,220.0,0.0,0.0,0.0
ビバレッジ,STARBUCKS COFFEE,キッズ ビバレッジ,be juicy! Kids オレンジ,,88.0,1.6,0.0,20.7,0.005,0.4,20.3,2.0,390.0,0.0,0.0,0.0
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,エスプレッソ ショット（1ショット）,,5.0,0.4,0.0,1.1,0.0,0.3,0.8,0.0,124.0,0.0,0.0,80.0
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,ホイップクリーム（フラペチーノ® トールサイズ）,,82.0,0.4,8.5,1.1,0.02,0.0,1.1,11.0,18.0,0.1,5.4,0.0
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,バニラフレーバーシロップ（1ポンプ）,,20.0,0.0,0.0,4.9,0.0,0.0,4.9,1.0,0.0,0.0,0.0,0.0
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,キャラメルフレーバーシロップ（1ポンプ）,,20.0,0.0,0.0,4.9,0.0,0.0,4.9,1.0,0.0,0.0,0.0,0.0
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,チョコレートシロップ（1ポンプ）,,52.0,0.6,1.1,10.5,0.003,0.8,9.6,2.0,96.0,0.0,0.3,5.0
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,ホワイトモカシロップ（1ポンプ）,,52.0,0.7,0.8,10.3,0.1,0.0,10.3,33.0,37.0,0.0,0.7,0.0
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,チャイシロップ（トールサイズ）,,102.0,0.1,0.0,25.4,0.009,0.2,25.2,4.0,53.0,0.0,0.0,53.0
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,ジンジャーブレッド シロップ（1ポンプ）,,21.0,0.0,0.0,5.1,0.001,0.0,5.1,1.0,0.0,0.0,0.0,0.0
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,チョコレートチップ（1スプーン）,,27.0,0.3,1.6,2.9,0.01,0.4,2.6,5.0,59.0,0.0,1.1,2.0
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,フラペチーノロースト（2ポンプ）,,5.0,0.2,0.0,1.0,0.0008,0.1,0.9,0.0,127.0,0.0,0.0,86.0
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,イングリッシュ　ブレックファスト（1袋）,,5.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,60.0,0.0,0.0,101.0
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,アール　グレイ（1袋）,,2.0,0.0,0.0,0.7,0.0,0.0,0.7,0.0,48.0,0.0,0.0,78.0
ビバレッジ,STARBUCKS COFFEE,カスタマイズ,ほうじ茶（1袋）,,3.0,0.3,0.0,0.3,0.0,0.0,0.3,0.0,105.0,0.0,0.0,68.0
