大ジャンル,商品カテゴリ,商品名,長方形画像URL,円形画像URL,商品URL,エネルギー,タンパク質,脂質,炭水化物,食塩相当量,食物繊維,糖質,ナトリウム,カリウム,トランス脂肪酸,飽和脂肪酸,カフェイン,お酒の使用,タンパク質_per_エネルギー,食物繊維_per_エネルギー,ナトリウム_per_エネルギー,カリウム_per_エネルギー,脂質_per_エネルギー,食塩相当量_per_エネルギー,糖質_per_エネルギー,トランス脂肪酸_per_エネルギー,飽和脂肪酸_per_エネルギー,カフェイン_per_エネルギー,タンパク質_偏差値,食物繊維_偏差値,ナトリウム_偏差値,カリウム_偏差値,脂質_偏差値,食塩相当量_偏差値,糖質_偏差値,トランス脂肪酸_偏差値,飽和脂肪酸_偏差値,健康偏差値,不健康偏差値,limited,季節のおすすめ,timestamp
フード,サンドイッチ,ヴィーナソーセージ 石窯フィローネ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785516144/4524785516144_11_s.jpg,image_f85979c1-241c-4139-8f63-cd6ee3b17cc5.png,https://menu.starbucks.co.jp/4524785516144,470.0,16.7,23.3,50.7,2.8,4.4,46.3,1092.0,296.0,0.0,6.3,,なし,0.035531914893617,0.0093617021276595,2.323404255319149,0.6297872340425532,0.0495744680851063,0.0059574468085106,0.0985106382978723,0.0,0.0134042553191489,,52.9,51.4,69.4,46.0,55.2,61.7,45.1,40.8,46.5,54.925,49.86,False,False,2023-12-29
フード,サンドイッチ,チキンアラビアータ 石窯フィローネ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785563711/4524785563711_11_s.jpg,image_34cb0458-955a-4a23-bd8a-59be3f994625.png,https://menu.starbucks.co.jp/4524785563711,336.0,17.3,11.2,41.6,2.8,2.8,38.8,1059.0,348.0,0.0,2.4,,あり（アルコール分0.1%未満）,0.0514880952380952,0.0083333333333333,3.1517857142857144,1.0357142857142858,0.0333333333333333,0.0083333333333333,0.1154761904761904,0.0,0.0071428571428571,,58.6,50.6,80.0,46.6,48.2,68.9,48.2,40.8,41.1,58.95,49.44,False,True,2024-05-07
フード,サンドイッチ,あらびきソーセージパティ＆スクランブルエッグ イングリッシュマフィン,https://asset.menu.starbucks.co.jp/public/sku_images/4524785521964/4524785521964_11_s.jpg,image_6439f1f2-50d5-4989-9e1b-2817f9dcb9d4.png,https://menu.starbucks.co.jp/4524785521964,320.0,16.8,15.2,28.9,2.1,2.9,26.0,834.0,209.0,0.1,5.3,,あり（アルコール分0.1%未満）,0.0525,0.0090625,2.60625,0.653125,0.0475,0.0065625,0.08125,0.0003125,0.0165625,,59.0,51.2,73.0,46.0,54.3,63.5,41.9,47.4,49.3,57.3,51.28,False,False,2023-12-29
フード,サンドイッチ,セミドライトマトのピザトースト,https://asset.menu.starbucks.co.jp/public/sku_images/4524785552517/4524785552517_11_s.jpg,image_2480de04-5087-4c08-b89b-81ac9ad2e39a.png,https://menu.starbucks.co.jp/4524785552517,232.0,7.2,6.0,38.7,1.5,2.6,36.1,596.0,250.0,0.0,1.5,,なし,0.0310344827586206,0.0112068965517241,2.5689655172413794,1.0775862068965518,0.0258620689655172,0.0064655172413793,0.1556034482758621,0.0,0.0064655172413793,,51.2,52.9,72.6,46.6,45.0,63.2,55.5,40.8,40.5,55.825,49.0,False,False,2023-12-29
フード,サンドイッチ,えびアボカド 石窯カンパーニュ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785542631/4524785542631_11_s.jpg,image_ed2880eb-966a-4647-92a4-62b15ff232ea.png,https://menu.starbucks.co.jp/4524785542631,296.0,9.2,18.8,24.8,1.5,4.6,20.2,566.0,246.0,0.0,3.7,,あり（アルコール分0.1%未満）,0.031081081081081,0.0155405405405405,1.912162162162162,0.831081081081081,0.0635135135135135,0.0050675675675675,0.0682432432432432,0.0,0.0125,,51.3,56.3,64.2,46.3,61.1,59.0,39.6,40.8,45.8,54.525,49.26,False,True,2024-05-07
フード,サンドイッチ,クラブハウスサンド 石窯カンパーニュ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785546769/4524785546769_11_s.jpg,image_1316fe4a-124f-4b2f-9483-3de6882f7ecd.png,https://menu.starbucks.co.jp/4524785546769,294.0,17.8,13.5,25.4,2.2,2.6,22.8,856.0,276.0,0.0,3.1,,なし,0.0605442176870748,0.0088435374149659,2.9115646258503403,0.9387755102040816,0.0459183673469387,0.0074829931972789,0.0775510204081632,0.0,0.0105442176870748,,61.9,51.0,76.9,46.4,53.6,66.3,41.3,40.8,44.0,59.05,49.2,False,False,2023-12-29
フード,サンドイッチ,根菜チキン サラダラップ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785529779/4524785529779_11_s.jpg,image_bdf007d6-fdeb-4ab1-a4ed-269321f16649.png,https://menu.starbucks.co.jp/4524785529779,200.0,8.4,9.2,21.9,1.3,2.2,19.7,503.0,168.0,0.0,1.8,,なし,0.042,0.011,2.515,0.84,0.046,0.0065,0.0984999999999999,0.0,0.009,,55.2,52.7,71.9,46.3,53.6,63.3,45.1,40.8,42.7,56.525,49.1,False,False,2023-12-29
フード,サンドイッチ,えびとブロッコリー サラダラップ,https://asset.menu.starbucks.co.jp/public/sku_images/4524785537385/4524785537385_11_s.jpg,image_64ad060a-8b43-47d7-ad03-d62ffed7d9a4.png,https://menu.starbucks.co.jp/4524785537385,290.0,7.3,18.0,24.5,2.4,2.1,22.4,959.0,183.0,0.0,2.9,,なし,0.0251724137931034,0.0072413793103448,3.306896551724138,0.6310344827586207,0.0620689655172413,0.0082758620689655,0.0772413793103448,0.0,0.01,,49.1,49.8,82.0,46.0,60.5,68.7,41.2,40.8,43.6,56.725,50.96,False,True,2024-05-07
フード,パッケージフード,チョコレートチャンククッキー,https://asset.menu.starbucks.co.jp/public/sku_images/4524785508422/4524785508422_11_s.jpg,image_76dcc6ed-0a35-42ed-95a4-3c6219a24610.png,https://menu.starbucks.co.jp/4524785508422,279.0,2.9,12.4,39.9,0.3,1.9,38.0,126.0,102.0,0.1,5.6,,なし,0.0103942652329749,0.0068100358422939,0.4516129032258064,0.3655913978494624,0.0444444444444444,0.0010752688172043,0.1362007168458781,0.0003584229390681,0.0200716845878136,,43.8,49.4,45.5,45.6,53.0,46.9,52.0,48.4,52.4,46.075,50.54,False,False,2023-12-29
フード,パッケージフード,ホワイトチョコレートチャンク＆マカダミアクッキー,https://asset.menu.starbucks.co.jp/public/sku_images/4524785508439/4524785508439_11_s.jpg,image_c80b555f-c530-4e8d-8a03-9aafed8e7a03.png,https://menu.starbucks.co.jp/4524785508439,257.0,2.9,11.9,34.5,0.3,1.2,33.3,113.0,70.0,0.1,4.4,,なし,0.011284046692607,0.0046692607003891,0.4396887159533074,0.2723735408560311,0.0463035019455252,0.0011673151750972,0.1295719844357976,0.0003891050583657,0.0171206225680933,,44.1,47.7,45.3,45.5,53.8,47.2,50.7,49.1,49.8,45.65,50.12,False,False,2023-12-29
フード,パッケージフード,ブラウニー,https://asset.menu.starbucks.co.jp/public/sku_images/4524785549845/4524785549845_11_s.jpg,image_a01401b7-30ff-4e89-b24b-d4bb56147b49.png,https://menu.starbucks.co.jp/4524785549845,206.0,3.0,12.9,20.4,0.1,1.7,18.7,48.0,138.0,0.1,5.6,,なし,0.0145631067961165,0.008252427184466,0.233009708737864,0.6699029126213593,0.0626213592233009,0.0004854368932038,0.0907766990291262,0.0004854368932038,0.0271844660194174,,45.3,50.6,42.7,46.0,60.8,45.1,43.7,51.1,58.6,46.15,51.86,False,False,2023-12-29
フード,パッケージフード,バウムクーヘン,https://asset.menu.starbucks.co.jp/public/sku_images/4524785508415/4524785508415_11_s.jpg,image_4c976511-21e5-4e1b-a345-7b6134191326.png,https://menu.starbucks.co.jp/4524785508415,207.0,3.2,13.1,19.1,0.2,0.3,18.8,70.0,38.0,0.1,4.7,,あり（アルコール分0.1%未満）,0.0154589371980676,0.0014492753623188,0.3381642512077294,0.1835748792270531,0.0632850241545893,0.0009661835748792,0.0908212560386473,0.0004830917874396,0.0227053140096618,,45.6,45.2,44.0,45.3,61.1,46.6,43.7,51.0,54.7,45.025,51.42,False,False,2023-12-29
フード,パッケージフード,アーモンドフロランタン,https://asset.menu.starbucks.co.jp/public/sku_images/4524785508446/4524785508446_11_s.jpg,image_068e0631-6498-4f5e-88f3-20e467427c6c.png,https://menu.starbucks.co.jp/4524785508446,158.0,2.8,8.7,17.4,0.1,0.7,16.7,23.0,57.0,0.3,3.6,,なし,0.0177215189873417,0.0044303797468354,0.1455696202531645,0.360759493670886,0.0550632911392405,0.000632911392405,0.1056962025316455,0.0018987341772151,0.0227848101265822,,46.4,47.6,41.6,45.6,57.5,45.5,46.4,81.0,54.7,45.3,57.02,False,False,2023-12-29
フード,パッケージフード,キャラメルポップコーン&プレッツェル,https://asset.menu.starbucks.co.jp/public/sku_images/4524785542655/4524785542655_11_s.jpg,image_65969984-a015-494c-8f7e-2325d98c71e0.png,https://menu.starbucks.co.jp/4524785542655,268.0,2.8,11.2,39.0,0.7,1.3,37.7,293.0,57.0,0.1,5.1,,なし,0.0104477611940298,0.0048507462686567,1.0932835820895523,0.2126865671641791,0.0417910447761194,0.0026119402985074,0.1406716417910448,0.0003731343283582,0.0190298507462686,,43.8,47.9,53.7,45.4,51.8,51.5,52.8,48.7,51.5,47.7,51.26,False,False,2023-12-29
フード,パッケージフード,ポテトチップス シーソルト,https://asset.menu.starbucks.co.jp/public/sku_images/4524785522596/4524785522596_11_s.jpg,image_a0452d25-c18a-4d99-b796-97a3f010be13.png,https://menu.starbucks.co.jp/4524785522596,256.0,3.0,13.4,30.9,0.4,2.5,28.5,166.0,740.0,0.1,5.1,,なし,0.01171875,0.009765625,0.6484375,2.890625,0.05234375,0.0015625,0.111328125,0.000390625,0.019921875,,44.2,51.8,48.0,49.3,56.4,48.4,47.4,49.1,52.2,48.325,50.7,False,False,2023-12-29
