大ジャンル,販売カテゴリ,商品カテゴリ,商品名,ミルクカスタム,エネルギー,タンパク質,脂質,炭水化物,食塩相当量,食物繊維,糖質,ナトリウム,カリウム,トランス脂肪酸,飽和脂肪酸,カフェイン
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,ティー | TEAVANA™,カモミール ティー ラテ,オーツミルク,175.0,2.3,6.3,27.7,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,ティー | TEAVANA™,ほうじ茶 ティー ラテ,ミルク,163.0,7.0,6.3,19.5,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,ティー | TEAVANA™,ほうじ茶 ティー ラテ,低脂肪タイプ,140.0,7.0,3.4,20.2,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,ティー | TEAVANA™,ほうじ茶 ティー ラテ,無脂肪乳,117.0,7.0,0.5,20.8,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,ティー | TEAVANA™,ほうじ茶 ティー ラテ,豆乳（調製豆乳）,155.0,6.6,7.5,15.3,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,ティー | TEAVANA™,ほうじ茶 ティー ラテ,アーモンドミルク,128.0,1.7,7.4,14.8,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,ティー | TEAVANA™,ほうじ茶 ティー ラテ,オーツミルク,158.0,2.7,6.3,22.7,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,ティー | TEAVANA™,ティー（ほうじ茶）,,3.0,0.3,0.0,0.3,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,ティー | TEAVANA™,ティー（アール グレイ）,,2.0,0.0,0.0,0.7,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,ティー | TEAVANA™,ティー（カモミール）,,0.0,0.0,0.0,0.2,0.01,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,ティー | TEAVANA™,ティー（ユースベリー®）,,5.0,0.0,0.0,0.9,0.008,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,ティー | TEAVANA™,アイスティー（ブラック）,,5.0,0.0,0.0,0.9,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,ティー | TEAVANA™,アイスティー（パッション）,,5.0,0.0,0.0,1.4,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,ティー | TEAVANA™,ティー（ゼンクラウド ウーロン）,,1.0,0.2,0.0,0.0,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,ティー | TEAVANA™,ゼンクラウド ウーロン ティー ラテ,ミルク,181.0,6.9,6.3,24.3,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,ティー | TEAVANA™,ゼンクラウド ウーロン ティー ラテ,低脂肪タイプ,158.0,6.9,3.4,24.9,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,ティー | TEAVANA™,ゼンクラウド ウーロン ティー ラテ,無脂肪乳,136.0,6.9,0.5,25.5,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,ティー | TEAVANA™,ゼンクラウド ウーロン ティー ラテ,豆乳（調製豆乳）,173.0,6.5,7.5,20.0,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,ティー | TEAVANA™,ゼンクラウド ウーロン ティー ラテ,アーモンドミルク,146.0,1.6,7.4,19.5,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,ティー | TEAVANA™,ゼンクラウド ウーロン ティー ラテ,オーツミルク,176.0,2.6,6.3,27.4,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,その他ビバレッジ,ココア（ホット）,ミルク,364.0,13.5,14.1,47.2,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,その他ビバレッジ,ココア（ホット）,低脂肪タイプ,324.0,13.5,9.1,48.2,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,その他ビバレッジ,ココア（ホット）,無脂肪乳,285.0,13.5,4.1,49.3,0.8,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,その他ビバレッジ,ココア（ホット）,豆乳（調製豆乳）,350.0,12.9,16.3,39.8,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,その他ビバレッジ,ココア（ホット）,アーモンドミルク,303.0,4.4,16.0,39.0,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,その他ビバレッジ,ココア（ホット）,オーツミルク,355.0,6.0,14.2,52.7,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,その他ビバレッジ,ココア（アイス）,ミルク,266.0,8.0,8.9,39.7,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,その他ビバレッジ,ココア（アイス）,低脂肪タイプ,245.0,8.0,6.3,40.3,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,その他ビバレッジ,ココア（アイス）,無脂肪乳,224.0,8.0,3.7,40.8,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,その他ビバレッジ,ココア（アイス）,豆乳（調製豆乳）,259.0,7.7,10.1,35.8,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,その他ビバレッジ,ココア（アイス）,アーモンドミルク,234.0,3.2,9.9,35.4,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,その他ビバレッジ,ココア（アイス）,オーツミルク,261.0,4.1,9.0,42.6,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,その他ビバレッジ,ミルク（ホット）,ミルク,236.0,13.2,12.5,18.0,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,その他ビバレッジ,ミルク（ホット）,低脂肪タイプ,191.0,13.2,6.8,19.2,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,その他ビバレッジ,ミルク（ホット）,無脂肪乳,146.0,13.2,1.0,20.5,0.9,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,その他ビバレッジ,ミルク（ホット）,豆乳（調製豆乳）,220.0,12.4,14.9,9.6,0.7,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,その他ビバレッジ,ミルク（ホット）,アーモンドミルク,166.0,2.8,14.6,8.7,0.7,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,その他ビバレッジ,ミルク（ホット）,オーツミルク,225.0,4.6,12.5,24.3,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,その他ビバレッジ,ミルク（アイス）,ミルク,139.0,7.8,7.4,10.7,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,その他ビバレッジ,ミルク（アイス）,低脂肪タイプ,113.0,7.8,4.0,11.4,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,その他ビバレッジ,ミルク（アイス）,無脂肪乳,86.0,7.8,0.6,12.1,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,その他ビバレッジ,ミルク（アイス）,豆乳（調製豆乳）,130.0,7.4,8.8,5.7,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,その他ビバレッジ,ミルク（アイス）,アーモンドミルク,98.0,1.6,8.6,5.1,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,その他ビバレッジ,ミルク（アイス）,オーツミルク,133.0,2.7,7.4,14.4,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,その他ビバレッジ,シェイクン オレンジ ラズベリー,,136.0,1.7,0.3,32.0,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,その他ビバレッジ,バナナ チョコレート ＆ アイスクリーム,,384.0,7.1,11.8,63.8,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,キッズ ミルク（ホット）,ミルク,162.0,9.0,8.6,12.4,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,キッズ ミルク（ホット）,低脂肪タイプ,131.0,9.0,4.6,13.2,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,キッズ ミルク（ホット）,無脂肪乳,100.0,9.0,0.7,14.0,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,キッズ ミルク（ホット）,豆乳（調製豆乳）,151.0,8.5,10.2,6.6,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,キッズ ミルク（ホット）,アーモンドミルク,114.0,1.9,10.0,5.9,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,キッズ ミルク（ホット）,オーツミルク,154.0,3.2,8.6,16.7,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,キッズ ミルク（アイス）,ミルク,118.0,6.6,6.2,9.0,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,キッズ ミルク（アイス）,低脂肪タイプ,95.0,6.6,3.4,9.6,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,キッズ ミルク（アイス）,無脂肪乳,73.0,6.6,0.5,10.2,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,キッズ ミルク（アイス）,豆乳（調製豆乳）,110.0,6.2,7.4,4.8,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,キッズ ミルク（アイス）,アーモンドミルク,83.0,1.4,7.3,4.3,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,キッズ ミルク（アイス）,オーツミルク,112.0,2.3,6.2,12.1,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,アップル ジュース,,118.0,0.2,0.4,28.3,0.02,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,キッズ アップル ジュース,,99.0,0.2,0.4,23.9,0.01,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,オレンジ ジュース,,105.0,1.2,0.2,24.6,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,キッズ ココア（ホット）,ミルク,251.0,9.5,9.9,32.1,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,キッズ ココア（ホット）,低脂肪タイプ,223.0,9.5,6.3,32.8,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,キッズ ココア（ホット）,無脂肪乳,195.0,9.5,2.8,33.6,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,キッズ ココア（ホット）,豆乳（調製豆乳）,241.0,9.0,11.4,26.9,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,キッズ ココア（ホット）,アーモンドミルク,208.0,3.0,11.2,26.3,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,キッズ ココア（ホット）,オーツミルク,244.0,4.2,9.9,36.0,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,キッズ ココア（アイス）,ミルク,207.0,7.0,7.5,28.7,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,キッズ ココア（アイス）,低脂肪タイプ,188.0,7.0,5.1,29.3,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,キッズ ココア（アイス）,無脂肪乳,168.0,7.0,2.6,29.8,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,キッズ ココア（アイス）,豆乳（調製豆乳）,200.0,6.7,8.6,25.1,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,キッズ ココア（アイス）,アーモンドミルク,177.0,2.5,8.4,24.7,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,キッズ ココア（アイス）,オーツミルク,203.0,3.3,7.6,31.5,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,キッズ ビバレッジ,キッズ オレンジ ジュース,,88.0,1.0,0.2,20.8,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,カスタマイズ,アイスクリーム（４０ｇ）,,80.0,1.3,4.1,9.4,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,カスタマイズ,ラズベリー（２０ｇ）,,8.0,0.2,0.0,2.0,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,カスタマイズ,ラズベリー（１０ｇ）,,4.0,0.1,0.0,1.0,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,カスタマイズ,カカオニブ,,6.0,0.1,0.5,0.3,3e-05,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,カスタマイズ,バニラ ビーン シロップ,,74.0,0.0,0.1,18.1,0.001,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,カスタマイズ,エスプレッソ ショット,,7.0,0.5,0.0,1.4,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,カスタマイズ,クラフトキャラメル ソース,,115.0,0.7,4.5,18.1,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,カスタマイズ,アイスクリーム（１００ｇ）,,201.0,3.3,10.4,23.6,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,ブリュー メソッド,コーヒー プレス（ホット）,,17.0,1.0,0.0,3.1,0.01,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,ブリュー メソッド,コーヒー プレス（アイス）,,18.0,1.1,0.0,3.6,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,ブリュー メソッド,クローバー（ホット）,,34.0,2.0,0.0,6.1,0.02,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,ブリュー メソッド,クローバー（アイス）,,25.0,1.5,0.0,5.1,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,ブリュー メソッド,プアオーバー（ホット）,,21.0,1.3,0.0,3.8,0.01,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,ブリュー メソッド,プアオーバー（アイス）,,16.0,1.0,0.0,3.2,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,ブリュー メソッド,サイフォン（ホット）,,15.0,0.9,0.0,2.8,0.01,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,コールド ブリュー,コールド ブリュー コーヒー,,10.0,0.4,0.0,2.2,0.01,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,コールド ブリュー,コールドブリューフロート,,208.0,3.6,10.4,25.1,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,スターバックス リザーブ® エスプレッソ,シェケラート,,33.0,0.9,0.0,7.8,0.0,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,スターバックス リザーブ® エスプレッソ,シェケラート フレッド,,314.0,8.8,10.9,45.5,0.8,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,スターバックス リザーブ® エスプレッソ,アイス フォーム マキアート,ミルク,120.0,6.5,3.7,15.7,0.2,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,スターバックス リザーブ® エスプレッソ,アイス フォーム マキアート,低脂肪タイプ,107.0,6.5,2.1,16.0,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,スターバックス リザーブ® エスプレッソ,アイス フォーム マキアート,無脂肪乳,94.0,6.5,0.4,16.4,0.4,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,スターバックス リザーブ® エスプレッソ,アイス フォーム マキアート,豆乳（調製豆乳）,116.0,6.2,4.4,13.2,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,スターバックス リザーブ® エスプレッソ,アイス フォーム マキアート,アーモンドミルク,100.0,3.5,4.3,13.0,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,スターバックス リザーブ® エスプレッソ,アイス フォーム マキアート,オーツミルク,117.0,4.0,3.7,17.5,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,スターバックス リザーブ® エスプレッソ,バニラ ビーン ラテ（ホット）,ミルク,274.0,11.4,10.0,35.2,0.3,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,スターバックス リザーブ® エスプレッソ,バニラ ビーン ラテ（ホット）,低脂肪タイプ,238.0,11.4,5.5,36.2,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,スターバックス リザーブ® エスプレッソ,バニラ ビーン ラテ（ホット）,無脂肪乳,202.0,11.4,1.0,37.1,0.7,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,スターバックス リザーブ® エスプレッソ,バニラ ビーン ラテ（ホット）,豆乳（調製豆乳）,262.0,10.8,12.0,28.5,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,スターバックス リザーブ® エスプレッソ,バニラ ビーン ラテ（ホット）,アーモンドミルク,219.0,3.1,11.7,27.8,0.6,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,スターバックス リザーブ® エスプレッソ,バニラ ビーン ラテ（ホット）,オーツミルク,266.0,4.6,10.1,40.2,0.5,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,スターバックス リザーブ® エスプレッソ,バニラ ビーン ラテ（アイス）,ミルク,172.0,5.7,4.6,27.4,0.1,,,,,,,
ビバレッジ,STARBUCKS RESERVE® BAR 代沢5丁目店、池尻2丁目店、奥沢2丁目店、駒沢1丁目店,スターバックス リザーブ® エスプレッソ,バニラ ビーン ラテ（アイス）,低脂肪タイプ,156.0,5.7,2.6,27.8,0.2,,,,,,,
