大ジャンル,販売カテゴリ,商品カテゴリ,商品名,ミルクカスタム,エネルギー,タンパク質,脂質,炭水化物,食塩相当量,食物繊維,糖質,ナトリウム,カリウム,トランス脂肪酸,飽和脂肪酸,カフェイン,商品カテゴリ２,タンパク質_偏差値,食物繊維_偏差値,ナトリウム_偏差値,カリウム_偏差値,脂質_偏差値,食塩相当量_偏差値,糖質_偏差値,トランス脂肪酸_偏差値,飽和脂肪酸_偏差値,カフェイン_偏差値,健康偏差値,不健康偏差値
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,イングリッシュ ブレックファスト ティー ラテ,オーツミルク,178.0,2.3,6.3,28.3,0.3,0.9,27.4,115.0,126.0,0.0,0.6,101.0,ティー | TEAVANA™,41.6,51.5,52.2,41.3,47.3,48.7,54.0,43.8,44.9,61.7,46.65,50.067
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,イングリッシュ ブレックファスト ティー ラテ,ブレべ,464.0,4.8,38.3,25.0,0.2,0.0,25.0,88.0,274.0,0.4,24.3,101.0,ティー | TEAVANA™,48.3,42.8,46.8,52.5,69.4,43.4,51.5,74.0,77.0,61.7,47.6,62.833
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（ホット）,ミルク,220.0,6.7,6.3,34.4,0.2,0.2,34.2,82.0,331.0,0.2,3.7,53.0,ティー | TEAVANA™,53.4,44.7,45.5,56.8,47.3,43.4,61.0,58.9,49.1,46.2,50.1,50.983
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（ホット）,低脂肪タイプ,198.0,6.7,3.4,35.0,0.3,0.2,34.8,130.0,365.0,0.1,2.0,53.0,ティー | TEAVANA™,53.4,44.7,55.3,59.4,45.3,48.7,61.6,51.4,46.8,46.2,53.2,50.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（ホット）,無脂肪乳,175.0,6.7,0.5,35.6,0.4,0.2,35.5,177.0,400.0,0.0,0.3,53.0,ティー | TEAVANA™,53.4,44.7,64.9,62.0,43.3,54.1,62.4,43.8,44.5,46.2,56.25,49.05
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（ホット）,豆乳（調製豆乳）,212.0,6.4,7.5,30.2,0.4,0.5,29.7,120.0,345.0,0.0,1.1,53.0,ティー | TEAVANA™,52.6,47.6,53.3,57.8,48.2,54.1,56.4,43.8,45.6,46.2,52.825,49.05
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（ホット）,アーモンドミルク,183.0,1.2,7.4,29.4,0.4,3.2,26.3,150.0,86.0,0.0,4.7,53.0,ティー | TEAVANA™,38.6,73.8,59.4,38.2,48.1,54.1,52.9,43.8,50.5,46.2,52.5,49.267
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（ホット）,オーツミルク,215.0,2.4,6.3,37.6,0.3,1.1,36.5,117.0,117.0,0.0,0.6,53.0,ティー | TEAVANA™,41.8,53.5,52.7,40.6,47.3,48.7,63.4,43.8,44.9,46.2,47.15,49.05
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（ホット）,ブレべ,501.0,4.9,38.3,34.2,0.2,0.2,34.1,90.0,265.0,0.4,24.3,53.0,ティー | TEAVANA™,48.6,44.7,47.2,51.8,69.4,43.4,60.9,74.0,77.0,46.2,48.075,61.817
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（アイス）,ミルク,201.0,5.6,5.2,32.9,0.2,0.2,32.7,69.0,285.0,0.1,3.0,53.0,ティー | TEAVANA™,50.4,44.7,42.9,53.3,46.6,43.4,59.5,51.4,48.2,46.2,47.825,49.217
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（アイス）,低脂肪タイプ,182.0,5.6,2.8,33.4,0.3,0.2,33.2,109.0,314.0,0.1,1.6,53.0,ティー | TEAVANA™,50.4,44.7,51.0,55.5,44.9,48.7,60.0,51.4,46.3,46.2,50.4,49.583
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（アイス）,無脂肪乳,163.0,5.6,0.4,33.9,0.4,0.2,33.8,148.0,343.0,0.0,0.2,53.0,ティー | TEAVANA™,50.4,44.7,59.0,57.7,43.3,54.1,60.6,43.8,44.4,46.2,52.95,48.733
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（アイス）,豆乳（調製豆乳）,194.0,5.3,6.2,29.4,0.3,0.5,28.9,100.0,296.0,0.0,0.9,53.0,ティー | TEAVANA™,49.6,47.6,49.2,54.1,47.3,48.7,55.6,43.8,45.3,46.2,50.125,47.817
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（アイス）,アーモンドミルク,169.0,1.0,6.2,28.7,0.3,2.7,26.1,125.0,80.0,0.0,3.9,53.0,ティー | TEAVANA™,38.1,69.0,54.3,37.8,47.3,48.7,52.7,43.8,49.4,46.2,49.8,48.017
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（アイス）,オーツミルク,196.0,2.1,5.2,35.5,0.2,0.9,34.6,98.0,106.0,0.0,0.5,53.0,ティー | TEAVANA™,41.0,51.5,48.8,39.8,46.6,43.4,61.4,43.8,44.8,46.2,45.275,47.7
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,チャイ ティー ラテ（アイス）,ブレべ,435.0,4.1,32.0,32.8,0.2,0.2,32.6,76.0,230.0,0.3,20.3,53.0,ティー | TEAVANA™,46.4,44.7,44.3,49.1,65.1,43.4,59.4,66.4,71.6,46.2,46.125,58.683
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ほうじ茶 ティー ラテ,ミルク,162.0,6.9,6.3,19.5,0.2,0.0,19.5,80.0,384.0,0.2,3.7,68.0,ティー | TEAVANA™,53.9,42.8,45.1,60.8,47.3,43.4,45.9,58.9,49.1,51.1,50.65,49.283
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ほうじ茶 ティー ラテ,低脂肪タイプ,139.0,6.9,3.4,20.1,0.3,0.0,20.1,127.0,419.0,0.1,2.0,68.0,ティー | TEAVANA™,53.9,42.8,54.7,63.4,45.3,48.7,46.5,51.4,46.8,51.1,53.7,48.3
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ほうじ茶 ティー ラテ,無脂肪乳,117.0,6.9,0.5,20.7,0.4,0.0,20.7,175.0,454.0,0.0,0.3,68.0,ティー | TEAVANA™,53.9,42.8,64.4,66.1,43.3,54.1,47.1,43.8,44.5,51.1,56.8,47.317
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ほうじ茶 ティー ラテ,豆乳（調製豆乳）,154.0,6.6,7.5,15.2,0.4,0.4,14.9,117.0,398.0,0.0,1.1,68.0,ティー | TEAVANA™,53.1,46.7,52.7,61.9,48.2,54.1,41.1,43.8,45.6,51.1,53.6,47.317
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ほうじ茶 ティー ラテ,アーモンドミルク,125.0,1.4,7.4,14.5,0.4,3.0,11.5,147.0,140.0,0.0,4.7,68.0,ティー | TEAVANA™,39.2,71.9,58.8,42.3,48.1,54.1,37.6,43.8,50.5,51.1,53.05,47.533
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ほうじ茶 ティー ラテ,オーツミルク,157.0,2.7,6.3,22.6,0.3,0.9,21.7,114.0,171.0,0.0,0.6,68.0,ティー | TEAVANA™,42.6,51.5,52.0,44.7,47.3,48.7,48.1,43.8,44.9,51.1,47.7,47.317
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ほうじ茶 ティー ラテ,ブレべ,443.0,5.1,38.3,19.3,0.2,0.0,19.3,87.0,319.0,0.4,24.3,68.0,ティー | TEAVANA™,49.1,42.8,46.6,55.9,69.4,43.4,45.7,74.0,77.0,51.1,48.6,60.1
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ティー（ゼンクラウド ウーロン）,,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,ティー | TEAVANA™,35.9,42.8,28.9,31.7,43.0,32.7,25.8,43.8,44.1,52.0,34.825,40.233
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ゼンクラウド ウーロンティー ラテ,ミルク,180.0,6.8,6.3,24.2,0.2,0.0,24.2,80.0,280.0,0.2,3.7,71.0,ティー | TEAVANA™,53.7,42.8,45.1,52.9,47.3,43.4,50.7,58.9,49.1,52.0,48.625,50.233
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ゼンクラウド ウーロンティー ラテ,低脂肪タイプ,157.0,6.8,3.4,24.8,0.3,0.0,24.8,128.0,314.0,0.1,2.0,71.0,ティー | TEAVANA™,53.7,42.8,54.9,55.5,45.3,48.7,51.3,51.4,46.8,52.0,51.725,49.25
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ゼンクラウド ウーロンティー ラテ,無脂肪乳,135.0,6.8,0.5,25.4,0.4,0.0,25.4,175.0,349.0,0.0,0.3,71.0,ティー | TEAVANA™,53.7,42.8,64.4,58.1,43.3,54.1,52.0,43.8,44.5,52.0,54.75,48.283
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ゼンクラウド ウーロンティー ラテ,豆乳（調製豆乳）,172.0,6.5,7.5,20.0,0.4,0.4,19.6,118.0,294.0,0.0,1.1,71.0,ティー | TEAVANA™,52.9,46.7,52.9,54.0,48.2,54.1,46.0,43.8,45.6,52.0,51.625,48.283
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ゼンクラウド ウーロンティー ラテ,アーモンドミルク,143.0,1.3,7.4,19.2,0.4,3.0,16.2,148.0,35.0,0.0,4.7,71.0,ティー | TEAVANA™,38.9,71.9,59.0,34.4,48.1,54.1,42.5,43.8,50.5,52.0,51.05,48.5
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ゼンクラウド ウーロンティー ラテ,オーツミルク,175.0,2.6,6.3,27.3,0.3,0.9,26.4,115.0,66.0,0.0,0.6,71.0,ティー | TEAVANA™,42.4,51.5,52.2,36.7,47.3,48.7,53.0,43.8,44.9,52.0,45.7,48.283
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ゼンクラウド ウーロンティー ラテ,ブレべ,461.0,5.0,38.3,24.0,0.2,0.0,24.0,88.0,214.0,0.4,24.3,71.0,ティー | TEAVANA™,48.8,42.8,46.8,47.9,69.4,43.4,50.5,74.0,77.0,52.0,46.575,61.05
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（ホット）,ミルク,225.0,7.5,6.6,34.7,0.2,0.9,33.8,80.0,346.0,0.2,3.7,78.0,ティー | TEAVANA™,55.5,51.5,45.1,57.9,47.5,43.4,60.6,58.9,49.1,54.3,52.5,52.3
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（ホット）,低脂肪タイプ,203.0,7.5,3.7,35.3,0.3,0.9,34.4,127.0,381.0,0.1,2.0,78.0,ティー | TEAVANA™,55.5,51.5,54.7,60.6,45.5,48.7,61.2,51.4,46.8,54.3,55.575,51.317
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（ホット）,無脂肪乳,180.0,7.5,0.8,35.9,0.4,0.9,35.1,175.0,416.0,0.0,0.3,78.0,ティー | TEAVANA™,55.5,51.5,64.4,63.2,43.5,54.1,62.0,43.8,44.5,54.3,58.65,50.367
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（ホット）,豆乳（調製豆乳）,218.0,7.1,7.8,30.5,0.4,1.2,29.3,118.0,360.0,0.0,1.1,78.0,ティー | TEAVANA™,54.5,54.4,52.9,59.0,48.4,54.1,56.0,43.8,45.6,54.3,55.2,50.367
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（ホット）,アーモンドミルク,188.0,1.9,7.7,29.7,0.4,3.8,25.9,147.0,102.0,0.0,4.7,78.0,ティー | TEAVANA™,40.5,79.6,58.8,39.5,48.3,54.1,52.5,43.8,50.5,54.3,54.6,50.583
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（ホット）,オーツミルク,220.0,3.2,6.6,37.8,0.3,1.7,36.1,115.0,133.0,0.0,0.7,78.0,ティー | TEAVANA™,44.0,59.3,52.2,41.8,47.5,48.7,63.0,43.8,45.1,54.3,49.325,50.4
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（ホット）,ブレべ,506.0,5.6,38.6,34.5,0.2,0.9,33.7,88.0,281.0,0.4,24.4,78.0,ティー | TEAVANA™,50.4,51.5,46.8,53.0,69.6,43.4,60.5,74.0,77.2,54.3,50.425,63.167
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（アイス）,ミルク,208.0,7.3,6.2,31.6,0.2,1.3,30.3,72.0,355.0,0.2,3.4,117.0,ティー | TEAVANA™,55.0,55.4,43.5,58.6,47.3,43.4,57.0,58.9,48.7,66.8,53.125,53.683
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（アイス）,低脂肪タイプ,187.0,7.3,3.6,32.2,0.3,1.3,30.9,115.0,387.0,0.1,1.8,117.0,ティー | TEAVANA™,55.0,55.4,52.2,61.0,45.5,48.7,57.6,51.4,46.6,66.8,55.9,52.767
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（アイス）,無脂肪乳,167.0,7.3,0.9,32.7,0.4,1.3,31.4,159.0,419.0,0.0,0.3,117.0,ティー | TEAVANA™,55.0,55.4,61.2,63.4,43.6,54.1,58.1,43.8,44.5,66.8,58.75,51.817
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（アイス）,豆乳（調製豆乳）,201.0,7.0,7.3,27.7,0.3,1.6,26.1,106.0,368.0,0.0,1.0,117.0,ティー | TEAVANA™,54.2,58.3,50.4,59.6,48.0,48.7,52.7,43.8,45.5,66.8,55.625,50.917
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（アイス）,アーモンドミルク,174.0,2.2,7.2,27.0,0.3,4.0,23.0,134.0,131.0,0.0,4.3,117.0,ティー | TEAVANA™,41.3,81.6,56.1,41.7,48.0,48.7,49.5,43.8,50.0,66.8,55.175,51.133
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（アイス）,オーツミルク,203.0,3.4,6.2,34.5,0.3,2.1,32.4,104.0,160.0,0.0,0.6,117.0,ティー | TEAVANA™,44.5,63.1,50.0,43.8,47.3,48.7,59.2,43.8,44.9,66.8,50.35,51.783
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,抹茶 ティー ラテ（アイス）,ブレべ,465.0,5.6,35.5,31.4,0.2,1.3,30.2,79.0,295.0,0.4,22.3,117.0,ティー | TEAVANA™,50.4,55.4,44.9,54.1,67.5,43.4,56.9,74.0,74.3,66.8,51.2,63.817
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ゆず シトラス ＆ ティー（ホット）,,119.0,0.2,0.1,29.3,0.01,0.6,28.7,3.0,101.0,0.0,0.0,101.0,ティー | TEAVANA™,35.9,48.6,29.5,39.4,43.1,33.2,55.4,43.8,44.1,61.7,38.35,46.883
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ゆず シトラス ＆ ティー（アイス）,,117.0,0.2,0.1,28.9,0.01,0.6,28.3,3.0,72.0,0.0,0.0,44.0,ティー | TEAVANA™,35.9,48.6,29.5,37.2,43.1,33.2,54.9,43.8,44.1,43.3,37.8,43.733
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ティー（カモミール）,,0.0,0.0,0.0,0.2,0.01,0.0,0.2,6.0,22.0,0.0,0.0,0.0,ティー | TEAVANA™,35.4,42.8,30.1,33.4,43.0,33.2,26.0,43.8,44.1,29.2,35.425,36.55
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ティー（アール グレイ）,,2.0,0.0,0.0,0.7,0.0,0.0,0.7,0.0,48.0,0.0,0.0,78.0,ティー | TEAVANA™,35.4,42.8,28.9,35.4,43.0,32.7,26.5,43.8,44.1,54.3,35.625,40.733
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ティー（ほうじ茶）,,3.0,0.3,0.0,0.3,0.0,0.0,0.3,0.0,105.0,0.0,0.0,68.0,ティー | TEAVANA™,36.2,42.8,28.9,39.7,43.0,32.7,26.1,43.8,44.1,51.1,36.9,40.133
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ティー（イングリッシュ ブレックファスト）,,5.0,0.0,0.0,0.9,0.0,0.0,0.9,0.0,60.0,0.0,0.0,101.0,ティー | TEAVANA™,35.4,42.8,28.9,36.3,43.0,32.7,26.7,43.8,44.1,61.7,35.85,42.0
ビバレッジ,STARBUCKS COFFEE,ティー | TEAVANA™,ティー（ユースベリー®）,,5.0,0.0,0.0,0.9,0.008,0.0,0.9,3.0,21.0,0.0,0.0,9.0,ティー | TEAVANA™,35.4,42.8,29.5,33.3,43.0,33.1,26.7,43.8,44.1,32.1,35.25,37.133
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（ホット）,ミルク,413.0,13.2,19.7,47.2,0.3,2.4,44.8,143.0,767.0,0.3,10.8,16.0,その他ビバレッジ,59.8,53.7,37.7,62.4,49.3,35.7,59.1,54.5,49.6,67.2,53.4,52.567
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（ホット）,低脂肪タイプ,376.0,13.2,14.9,48.2,0.5,2.4,45.8,223.0,825.0,0.2,8.0,16.0,その他ビバレッジ,59.8,53.7,48.7,64.9,46.9,45.5,59.8,50.2,47.5,67.2,56.775,52.85
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（ホット）,無脂肪乳,338.0,13.2,10.1,49.3,0.8,2.4,46.8,302.0,883.0,0.1,5.1,16.0,その他ビバレッジ,59.8,53.7,59.6,67.4,44.6,60.3,60.6,45.9,45.4,67.2,60.125,54.0
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（ホット）,豆乳（調製豆乳）,400.0,12.6,21.8,40.2,0.6,3.0,37.1,206.0,790.0,0.1,6.5,16.0,その他ビバレッジ,58.3,56.7,46.4,63.4,50.3,50.4,53.2,45.9,46.4,67.2,56.2,52.233
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（ホット）,アーモンドミルク,351.0,4.0,21.6,38.9,0.6,7.4,31.5,256.0,358.0,0.1,12.5,16.0,その他ビバレッジ,36.6,78.4,53.2,45.0,50.2,50.4,49.0,45.9,50.8,67.2,53.3,52.25
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（ホット）,オーツミルク,404.0,6.1,19.7,52.5,0.5,3.9,48.6,201.0,410.0,0.1,5.8,16.0,その他ビバレッジ,41.9,61.1,45.7,47.2,49.3,45.5,62.0,45.9,45.9,67.2,48.975,52.633
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（ホット）,ブレべ,882.0,10.2,73.3,46.9,0.4,2.4,44.5,156.0,658.0,0.7,45.4,16.0,その他ビバレッジ,52.3,53.7,39.5,57.8,75.5,40.6,58.8,71.6,74.7,67.2,50.825,64.733
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（アイス）,ミルク,346.0,12.5,13.2,45.8,0.3,2.4,43.4,130.0,734.0,0.3,6.7,16.0,その他ビバレッジ,58.1,53.7,35.9,61.0,46.1,35.7,58.0,54.5,46.6,67.2,52.175,51.35
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（アイス）,低脂肪タイプ,310.0,12.5,8.6,46.8,0.5,2.4,44.4,206.0,790.0,0.2,3.9,16.0,その他ビバレッジ,58.1,53.7,46.4,63.4,43.9,45.5,58.8,50.2,44.5,67.2,55.4,51.683
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（アイス）,無脂肪乳,274.0,12.5,4.0,47.8,0.7,2.4,45.3,281.0,845.0,0.0,1.2,16.0,その他ビバレッジ,58.1,53.7,56.7,65.8,41.6,55.4,59.4,41.6,42.6,67.2,58.575,51.3
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（アイス）,豆乳（調製豆乳）,334.0,11.9,15.2,39.1,0.6,3.0,36.1,190.0,757.0,0.0,2.5,16.0,その他ビバレッジ,56.5,56.7,44.1,62.0,47.1,50.4,52.5,41.6,43.5,67.2,54.825,50.383
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（アイス）,アーモンドミルク,286.0,3.6,15.0,37.8,0.6,7.2,30.6,238.0,343.0,0.0,8.3,16.0,その他ビバレッジ,35.6,77.4,50.8,44.3,47.0,50.4,48.3,41.6,47.7,67.2,52.025,50.367
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（アイス）,オーツミルク,338.0,5.7,13.2,50.9,0.5,3.9,47.0,185.0,393.0,0.0,1.9,16.0,その他ビバレッジ,40.9,61.1,43.5,46.4,46.1,45.5,60.7,41.6,43.1,67.2,47.975,50.7
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ココア（アイス）,ブレべ,795.0,9.6,64.5,45.6,0.3,2.4,43.1,142.0,630.0,0.6,39.7,16.0,その他ビバレッジ,50.7,53.7,37.5,56.6,71.2,35.7,57.8,67.3,70.6,67.2,49.625,61.633
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（ホット）,ミルク,347.0,12.2,17.9,34.7,0.4,0.0,34.7,158.0,516.0,0.4,10.8,0.0,その他ビバレッジ,57.3,41.9,39.7,51.7,48.4,40.6,51.4,58.7,49.6,44.3,47.65,48.833
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（ホット）,低脂肪タイプ,307.0,12.2,12.7,35.8,0.6,0.0,35.8,243.0,579.0,0.3,7.8,0.0,その他ビバレッジ,57.3,41.9,51.4,54.4,45.9,50.4,52.2,54.5,47.4,44.3,51.25,49.117
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（ホット）,無脂肪乳,266.0,12.2,7.6,36.9,0.8,0.0,36.9,328.0,641.0,0.1,4.7,0.0,その他ビバレッジ,57.3,41.9,63.1,57.0,43.4,60.3,53.1,45.9,45.1,44.3,54.825,48.683
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（ホット）,豆乳（調製豆乳）,333.0,11.5,20.1,27.1,0.7,0.7,26.5,225.0,541.0,0.1,6.2,0.0,その他ビバレッジ,55.5,45.4,49.0,52.8,49.5,55.4,45.2,45.9,46.2,44.3,50.675,47.75
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（ホット）,アーモンドミルク,280.0,2.2,19.9,25.7,0.7,5.4,20.4,279.0,77.0,0.1,12.6,0.0,その他ビバレッジ,32.1,68.5,56.4,33.0,49.4,55.4,40.6,45.9,50.9,44.3,47.5,47.75
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（ホット）,オーツミルク,338.0,4.5,17.9,40.4,0.6,1.6,38.7,220.0,133.0,0.1,5.4,0.0,その他ビバレッジ,37.9,49.8,48.3,35.3,48.4,50.4,54.4,45.9,45.6,44.3,42.825,48.167
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（ホット）,ブレべ,851.0,8.9,75.4,34.4,0.4,0.0,34.4,172.0,399.0,0.8,47.9,0.0,その他ビバレッジ,49.0,41.9,41.7,46.7,76.5,40.6,51.2,75.9,76.6,44.3,44.825,60.85
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（アイス）,ミルク,259.0,7.2,13.2,28.0,0.2,0.0,28.0,100.0,309.0,0.3,8.1,0.0,その他ビバレッジ,44.7,41.9,31.8,42.9,46.1,30.7,46.3,54.5,47.6,44.3,40.325,44.917
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（アイス）,低脂肪タイプ,235.0,7.2,10.2,28.6,0.4,0.0,28.6,150.0,346.0,0.2,6.3,0.0,その他ビバレッジ,44.7,41.9,38.6,44.4,44.6,40.6,46.8,50.2,46.3,44.3,42.4,45.467
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（アイス）,無脂肪乳,212.0,7.2,7.2,29.3,0.5,0.0,29.2,199.0,382.0,0.1,4.5,0.0,その他ビバレッジ,44.7,41.9,45.4,46.0,43.2,45.5,47.2,45.9,45.0,44.3,44.5,45.183
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（アイス）,豆乳（調製豆乳）,251.0,6.8,14.5,23.5,0.4,0.4,23.2,139.0,324.0,0.1,5.4,0.0,その他ビバレッジ,43.7,43.9,37.1,43.5,46.7,40.6,42.7,45.9,45.6,44.3,42.05,44.3
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（アイス）,アーモンドミルク,220.0,1.4,14.4,22.7,0.4,3.1,19.6,171.0,52.0,0.1,9.2,0.0,その他ビバレッジ,30.1,57.2,41.5,31.9,46.7,40.6,40.0,45.9,48.4,44.3,40.175,44.317
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（アイス）,オーツミルク,254.0,2.7,13.2,31.3,0.3,1.0,30.3,136.0,85.0,0.1,4.9,0.0,その他ビバレッジ,33.4,46.8,36.7,33.3,46.1,35.7,48.1,45.9,45.3,44.3,37.55,44.233
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,キャラメル クリーム（アイス）,ブレべ,554.0,5.3,46.9,27.8,0.3,0.0,27.8,108.0,240.0,0.5,29.8,0.0,その他ビバレッジ,39.9,41.9,32.9,39.9,62.6,35.7,46.2,63.0,63.4,44.3,38.65,52.533
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（ホット）,ミルク,236.0,13.2,12.5,18.1,0.3,0.0,18.1,156.0,556.0,0.3,7.3,0.0,その他ビバレッジ,59.8,41.9,39.5,53.4,45.8,35.7,38.8,54.5,47.0,44.3,48.65,44.35
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（ホット）,低脂肪タイプ,191.0,13.2,6.8,19.3,0.6,0.0,19.3,251.0,626.0,0.2,3.9,0.0,その他ビバレッジ,59.8,41.9,52.5,56.4,43.0,50.4,39.7,50.2,44.5,44.3,52.65,45.35
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（ホット）,無脂肪乳,146.0,13.2,1.0,20.5,0.9,0.0,20.5,346.0,695.0,0.0,0.5,0.0,その他ビバレッジ,59.8,41.9,65.6,59.3,40.2,65.2,40.6,41.6,42.1,44.3,56.65,45.667
ビバレッジ,STARBUCKS COFFEE,その他ビバレッジ,ミルク（ホット）,豆乳（調製豆乳）,221.0,12.5,15.0,9.6,0.7,0.7,8.9,232.0,584.0,0.0,2.1,0.0,その他ビバレッジ,58.1,45.4,49.9,54.6,47.0,55.4,31.8,41.6,43.2,44.3,52.0,43.883
