大ジャンル,販売カテゴリ,商品カテゴリ,商品名,ミルクカスタム,エネルギー,タンパク質,脂質,炭水化物,食塩相当量,食物繊維,糖質,ナトリウム,カリウム,トランス脂肪酸,飽和脂肪酸,カフェイン,商品カテゴリ２,タンパク質_偏差値,食物繊維_偏差値,ナトリウム_偏差値,カリウム_偏差値,脂質_偏差値,食塩相当量_偏差値,糖質_偏差値,トランス脂肪酸_偏差値,飽和脂肪酸_偏差値,カフェイン_偏差値,健康偏差値,不健康偏差値
ビバレッジ,STARBUCKS COFFEE (新千歳空港店),フラペチーノ®,ホワイト チョコレート ＆ エスプレッソ フラペチーノ® ※カカオ分0.5%未満,ブレべ,431.0,3.8,29.2,38.3,0.5,,,,,,,,フラペチーノ®,45.5,,,,64.3,48.0,,,,,45.5,56.15
ビバレッジ,STARBUCKS COFFEE (皇居外苑 和田倉噴水公園店),エスプレッソ,和三蜜 ムース フォーム アーモンドミルク ラテ（ホット）,ミルク変更なし,154.0,3.3,10.4,14.0,0.6,,,,,,,,エスプレッソ,39.0,,,,47.5,56.8,,,,,39.0,52.15
ビバレッジ,STARBUCKS COFFEE (皇居外苑 和田倉噴水公園店),エスプレッソ,和三蜜 ムース フォーム アーモンドミルク ラテ（ホット）,ミルク,206.0,11.0,8.9,21.0,0.3,,,,,,,,エスプレッソ,61.3,,,,46.5,41.9,,,,,61.3,44.2
ビバレッジ,STARBUCKS COFFEE (皇居外苑 和田倉噴水公園店),エスプレッソ,和三蜜 ムース フォーム アーモンドミルク ラテ（ホット）,低脂肪タイプ,175.0,11.0,4.9,21.8,0.5,,,,,,,,エスプレッソ,61.3,,,,43.9,51.8,,,,,61.3,47.85
ビバレッジ,STARBUCKS COFFEE (皇居外苑 和田倉噴水公園店),エスプレッソ,和三蜜 ムース フォーム アーモンドミルク ラテ（ホット）,無脂肪乳,143.0,11.0,0.8,22.7,0.7,,,,,,,,エスプレッソ,61.3,,,,41.2,61.7,,,,,61.3,51.45
ビバレッジ,STARBUCKS COFFEE (皇居外苑 和田倉噴水公園店),エスプレッソ,和三蜜 ムース フォーム アーモンドミルク ラテ（ホット）,豆乳（調製豆乳）,196.0,10.5,10.6,15.1,0.6,,,,,,,,エスプレッソ,59.8,,,,47.6,56.8,,,,,59.8,52.2
ビバレッジ,STARBUCKS COFFEE (皇居外苑 和田倉噴水公園店),エスプレッソ,和三蜜 ムース フォーム アーモンドミルク ラテ（ホット）,アーモンドミルク,154.0,3.3,10.4,14.0,0.6,,,,,,,,エスプレッソ,39.0,,,,47.5,56.8,,,,,39.0,52.15
ビバレッジ,STARBUCKS COFFEE (皇居外苑 和田倉噴水公園店),エスプレッソ,和三蜜 ムース フォーム アーモンドミルク ラテ（ホット）,オーツミルク,199.0,5.0,8.9,25.4,0.5,,,,,,,,エスプレッソ,43.9,,,,46.5,51.8,,,,,43.9,49.15
ビバレッジ,STARBUCKS COFFEE (皇居外苑 和田倉噴水公園店),エスプレッソ,和三蜜 ムース フォーム アーモンドミルク ラテ（ホット）,ブレべ,599.0,8.5,53.8,20.7,0.4,,,,,,,,エスプレッソ,54.0,,,,75.6,46.9,,,,,54.0,61.25
ビバレッジ,STARBUCKS COFFEE (皇居外苑 和田倉噴水公園店),エスプレッソ,和三蜜 ムース フォーム アーモンドミルク ラテ（アイス）,ミルク変更なし,99.0,2.8,4.8,12.3,0.3,,,,,,,,エスプレッソ,37.5,,,,43.8,41.9,,,,,37.5,42.85
ビバレッジ,STARBUCKS COFFEE (皇居外苑 和田倉噴水公園店),エスプレッソ,和三蜜 ムース フォーム アーモンドミルク ラテ（アイス）,ミルク,122.0,6.2,4.1,15.4,0.2,,,,,,,,エスプレッソ,47.4,,,,43.4,37.0,,,,,47.4,40.2
ビバレッジ,STARBUCKS COFFEE (皇居外苑 和田倉噴水公園店),エスプレッソ,和三蜜 ムース フォーム アーモンドミルク ラテ（アイス）,低脂肪タイプ,108.0,6.2,2.3,15.8,0.3,,,,,,,,エスプレッソ,47.4,,,,42.2,41.9,,,,,47.4,42.05
ビバレッジ,STARBUCKS COFFEE (皇居外苑 和田倉噴水公園店),エスプレッソ,和三蜜 ムース フォーム アーモンドミルク ラテ（アイス）,無脂肪乳,94.0,6.2,0.5,16.2,0.4,,,,,,,,エスプレッソ,47.4,,,,41.0,46.9,,,,,47.4,43.95
ビバレッジ,STARBUCKS COFFEE (皇居外苑 和田倉噴水公園店),エスプレッソ,和三蜜 ムース フォーム アーモンドミルク ラテ（アイス）,豆乳（調製豆乳）,117.0,6.0,4.8,12.8,0.3,,,,,,,,エスプレッソ,46.8,,,,43.8,41.9,,,,,46.8,42.85
ビバレッジ,STARBUCKS COFFEE (皇居外苑 和田倉噴水公園店),エスプレッソ,和三蜜 ムース フォーム アーモンドミルク ラテ（アイス）,アーモンドミルク,99.0,2.8,4.8,12.3,0.3,,,,,,,,エスプレッソ,37.5,,,,43.8,41.9,,,,,37.5,42.85
ビバレッジ,STARBUCKS COFFEE (皇居外苑 和田倉噴水公園店),エスプレッソ,和三蜜 ムース フォーム アーモンドミルク ラテ（アイス）,オーツミルク,119.0,3.6,4.1,17.4,0.3,,,,,,,,エスプレッソ,39.9,,,,43.4,41.9,,,,,39.9,42.65
ビバレッジ,STARBUCKS COFFEE (皇居外苑 和田倉噴水公園店),エスプレッソ,和三蜜 ムース フォーム アーモンドミルク ラテ（アイス）,ブレべ,298.0,5.1,24.2,15.3,0.2,,,,,,,,エスプレッソ,44.2,,,,56.4,37.0,,,,,44.2,46.7
ビバレッジ,STARBUCKS COFFEE (皇居外苑 和田倉噴水公園店),フラペチーノ®,和三蜜 アーモンドミルク フラペチーノ® ,ミルク変更なし,315.0,3.0,18.0,36.7,0.6,,,,,,,,フラペチーノ®,41.7,,,,52.3,53.5,,,,,41.7,52.9
ビバレッジ,STARBUCKS COFFEE (皇居外苑 和田倉噴水公園店),フラペチーノ®,和三蜜 アーモンドミルク フラペチーノ® ,ミルク,338.0,6.5,17.3,39.9,0.5,,,,,,,,フラペチーノ®,58.1,,,,51.5,48.0,,,,,58.1,49.75
ビバレッジ,STARBUCKS COFFEE (皇居外苑 和田倉噴水公園店),フラペチーノ®,和三蜜 アーモンドミルク フラペチーノ® ,低脂肪タイプ,324.0,6.5,15.5,40.2,0.5,,,,,,,,フラペチーノ®,58.1,,,,49.6,48.0,,,,,58.1,48.8
ビバレッジ,STARBUCKS COFFEE (皇居外苑 和田倉噴水公園店),フラペチーノ®,和三蜜 アーモンドミルク フラペチーノ® ,無脂肪乳,310.0,6.5,13.7,40.6,0.6,,,,,,,,フラペチーノ®,58.1,,,,47.7,53.5,,,,,58.1,50.6
ビバレッジ,STARBUCKS COFFEE (皇居外苑 和田倉噴水公園店),フラペチーノ®,和三蜜 アーモンドミルク フラペチーノ® ,豆乳（調製豆乳）,333.0,6.3,18.0,37.2,0.6,,,,,,,,フラペチーノ®,57.2,,,,52.3,53.5,,,,,57.2,52.9
ビバレッジ,STARBUCKS COFFEE (皇居外苑 和田倉噴水公園店),フラペチーノ®,和三蜜 アーモンドミルク フラペチーノ® ,アーモンドミルク,315.0,3.0,18.0,36.7,0.6,,,,,,,,フラペチーノ®,41.7,,,,52.3,53.5,,,,,41.7,52.9
ビバレッジ,STARBUCKS COFFEE (皇居外苑 和田倉噴水公園店),フラペチーノ®,和三蜜 アーモンドミルク フラペチーノ® ,オーツミルク,335.0,3.8,17.3,41.8,0.5,,,,,,,,フラペチーノ®,45.5,,,,51.5,48.0,,,,,45.5,49.75
ビバレッジ,STARBUCKS COFFEE (皇居外苑 和田倉噴水公園店),フラペチーノ®,和三蜜 アーモンドミルク フラペチーノ® ,ブレべ,514.0,5.3,37.4,39.7,0.5,,,,,,,,フラペチーノ®,52.5,,,,73.1,48.0,,,,,52.5,60.55
ビバレッジ,STARBUCKS COFFEE (アーバンドックららぽーと豊洲３地下１階店、渋谷ストリーム店、表参道ヒルズ店),フラペチーノ®,My フルーツ3 フラペチーノ® オレンジ & パッションフルーツ,ミルク,399.0,8.2,15.2,59.1,0.6,,,,,,,,フラペチーノ®,66.1,,,,49.3,53.5,,,,,66.1,51.4
ビバレッジ,STARBUCKS COFFEE (アーバンドックららぽーと豊洲３地下１階店、渋谷ストリーム店、表参道ヒルズ店),フラペチーノ®,My フルーツ3 フラペチーノ® オレンジ & パッションフルーツ,低脂肪タイプ,378.0,8.2,12.6,59.7,0.7,,,,,,,,フラペチーノ®,66.1,,,,46.5,59.0,,,,,66.1,52.75
ビバレッジ,STARBUCKS COFFEE (アーバンドックららぽーと豊洲３地下１階店、渋谷ストリーム店、表参道ヒルズ店),フラペチーノ®,My フルーツ3 フラペチーノ® オレンジ & パッションフルーツ,無脂肪乳,358.0,8.2,10.0,60.2,0.8,,,,,,,,フラペチーノ®,66.1,,,,43.7,64.5,,,,,66.1,54.1
ビバレッジ,STARBUCKS COFFEE (アーバンドックららぽーと豊洲３地下１階店、渋谷ストリーム店、表参道ヒルズ店),フラペチーノ®,My フルーツ3 フラペチーノ® オレンジ & パッションフルーツ,豆乳（調製豆乳）,392.0,7.8,16.3,55.2,0.8,,,,,,,,フラペチーノ®,64.2,,,,50.4,64.5,,,,,64.2,57.45
ビバレッジ,STARBUCKS COFFEE (アーバンドックららぽーと豊洲３地下１階店、渋谷ストリーム店、表参道ヒルズ店),フラペチーノ®,My フルーツ3 フラペチーノ® オレンジ & パッションフルーツ,アーモンドミルク,365.0,3.1,16.2,54.5,0.8,,,,,,,,フラペチーノ®,42.2,,,,50.3,64.5,,,,,42.2,57.4
ビバレッジ,STARBUCKS COFFEE (アーバンドックららぽーと豊洲３地下１階店、渋谷ストリーム店、表参道ヒルズ店),フラペチーノ®,My フルーツ3 フラペチーノ® オレンジ & パッションフルーツ,オーツミルク,394.0,4.2,15.2,62.0,0.7,,,,,,,,フラペチーノ®,47.3,,,,49.3,59.0,,,,,47.3,54.15
ビバレッジ,STARBUCKS COFFEE (アーバンドックららぽーと豊洲３地下１階店、渋谷ストリーム店、表参道ヒルズ店),フラペチーノ®,My フルーツ3 フラペチーノ® オレンジ & パッションフルーツ,ブレべ,656.0,6.5,44.5,59.0,0.6,,,,,,,,フラペチーノ®,58.1,,,,80.7,53.5,,,,,58.1,67.1
ビバレッジ,STARBUCKS COFFEE (アーバンドックららぽーと豊洲３地下１階店、渋谷ストリーム店、表参道ヒルズ店),フラペチーノ®,My フルーツ3 フラペチーノ® グレープ ＆ ピーチ,ミルク,425.0,7.7,15.2,66.6,0.6,,,,,,,,フラペチーノ®,63.8,,,,49.3,53.5,,,,,63.8,51.4
ビバレッジ,STARBUCKS COFFEE (アーバンドックららぽーと豊洲３地下１階店、渋谷ストリーム店、表参道ヒルズ店),フラペチーノ®,My フルーツ3 フラペチーノ® グレープ ＆ ピーチ,低脂肪タイプ,405.0,7.7,12.6,67.1,0.7,,,,,,,,フラペチーノ®,63.8,,,,46.5,59.0,,,,,63.8,52.75
ビバレッジ,STARBUCKS COFFEE (アーバンドックららぽーと豊洲３地下１階店、渋谷ストリーム店、表参道ヒルズ店),フラペチーノ®,My フルーツ3 フラペチーノ® グレープ ＆ ピーチ,無脂肪乳,384.0,7.7,10.0,67.7,0.9,,,,,,,,フラペチーノ®,63.8,,,,43.7,70.0,,,,,63.8,56.85
ビバレッジ,STARBUCKS COFFEE (アーバンドックららぽーと豊洲３地下１階店、渋谷ストリーム店、表参道ヒルズ店),フラペチーノ®,My フルーツ3 フラペチーノ® グレープ ＆ ピーチ,豆乳（調製豆乳）,418.0,7.3,16.3,62.7,0.8,,,,,,,,フラペチーノ®,61.9,,,,50.4,64.5,,,,,61.9,57.45
ビバレッジ,STARBUCKS COFFEE (アーバンドックららぽーと豊洲３地下１階店、渋谷ストリーム店、表参道ヒルズ店),フラペチーノ®,My フルーツ3 フラペチーノ® グレープ ＆ ピーチ,アーモンドミルク,391.0,2.6,16.2,62.0,0.8,,,,,,,,フラペチーノ®,39.8,,,,50.3,64.5,,,,,39.8,57.4
ビバレッジ,STARBUCKS COFFEE (アーバンドックららぽーと豊洲３地下１階店、渋谷ストリーム店、表参道ヒルズ店),フラペチーノ®,My フルーツ3 フラペチーノ® グレープ ＆ ピーチ,オーツミルク,420.0,3.8,15.2,69.5,0.7,,,,,,,,フラペチーノ®,45.5,,,,49.3,59.0,,,,,45.5,54.15
ビバレッジ,STARBUCKS COFFEE (アーバンドックららぽーと豊洲３地下１階店、渋谷ストリーム店、表参道ヒルズ店),フラペチーノ®,My フルーツ3 フラペチーノ® グレープ ＆ ピーチ,ブレべ,682.0,6.0,44.5,66.4,0.6,,,,,,,,フラペチーノ®,55.8,,,,80.7,53.5,,,,,55.8,67.1
ビバレッジ,STARBUCKS COFFEE (アーバンドックららぽーと豊洲３地下１階店、渋谷ストリーム店、表参道ヒルズ店),フラペチーノ®,My フルーツ3 フラペチーノ® ストロベリー,ミルク,360.0,7.9,11.9,57.4,0.6,,,,,,,,フラペチーノ®,64.7,,,,45.7,53.5,,,,,64.7,49.6
ビバレッジ,STARBUCKS COFFEE (アーバンドックららぽーと豊洲３地下１階店、渋谷ストリーム店、表参道ヒルズ店),フラペチーノ®,My フルーツ3 フラペチーノ® ストロベリー,低脂肪タイプ,340.0,7.9,9.3,58.0,0.7,,,,,,,,フラペチーノ®,64.7,,,,42.9,59.0,,,,,64.7,50.95
ビバレッジ,STARBUCKS COFFEE (アーバンドックららぽーと豊洲３地下１階店、渋谷ストリーム店、表参道ヒルズ店),フラペチーノ®,My フルーツ3 フラペチーノ® ストロベリー,無脂肪乳,319.0,7.9,6.7,58.5,0.8,,,,,,,,フラペチーノ®,64.7,,,,40.2,64.5,,,,,64.7,52.35
ビバレッジ,STARBUCKS COFFEE (アーバンドックららぽーと豊洲３地下１階店、渋谷ストリーム店、表参道ヒルズ店),フラペチーノ®,My フルーツ3 フラペチーノ® ストロベリー,豆乳（調製豆乳）,353.0,7.6,13.0,53.5,0.8,,,,,,,,フラペチーノ®,63.3,,,,46.9,64.5,,,,,63.3,55.7
ビバレッジ,STARBUCKS COFFEE (アーバンドックららぽーと豊洲３地下１階店、渋谷ストリーム店、表参道ヒルズ店),フラペチーノ®,My フルーツ3 フラペチーノ® ストロベリー,アーモンドミルク,326.0,2.9,12.9,52.8,0.8,,,,,,,,フラペチーノ®,41.2,,,,46.8,64.5,,,,,41.2,55.65
ビバレッジ,STARBUCKS COFFEE (アーバンドックららぽーと豊洲３地下１階店、渋谷ストリーム店、表参道ヒルズ店),フラペチーノ®,My フルーツ3 フラペチーノ® ストロベリー,オーツミルク,355.0,4.0,11.9,60.3,0.7,,,,,,,,フラペチーノ®,46.4,,,,45.7,59.0,,,,,46.4,52.35
ビバレッジ,STARBUCKS COFFEE (アーバンドックららぽーと豊洲３地下１階店、渋谷ストリーム店、表参道ヒルズ店),フラペチーノ®,My フルーツ3 フラペチーノ® ストロベリー,ブレべ,617.0,6.3,41.2,57.3,0.6,,,,,,,,フラペチーノ®,57.2,,,,77.1,53.5,,,,,57.2,65.3
